일자,식사명,수량(아침식사2 값 중복),식사내용,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2)
2013.11.4,저녁식사,22.88808664,"깍두기(손칼),날치알김치덮밥,단무지,야채튀김(쑥갓),유부된장국",14.8,11,644,19,1258,0,41,1137,60.6,1100,1.76,10.05
2013.11.5,저녁식사,19.35018051,"배추김치,비름초무침,쌀밥,어묵양파볶음,월동초된장국,쭈꾸미볶음",14.4,9.5,647,20.2,1505,0,30,1134,55.6,1200,1.99,12.34
2013.11.6,저녁식사,20.28880866,"배추김치,부추겉절이,쌀밥,오징어조림,콩가루배추국,탕수만두",14.8,9.5,501,19.8,1403,1,52,1159,69.8,1100,1.73,7.62
2013.11.7,저녁식사,19.06137184,"마늘쫑볶음,배추겉절이,생선까스&타르,손수제비,쌀밥,풋고추된장무침",14.9,10.6,2356,20.3,1424,0,22,1557,51.9,1200,1.84,11.22
2013.11.8,저녁식사,17.11191336,"가자미무조림,김치국,깍두기(손칼),동그랑땡계란전,쌀밥,하루나겉절이",11.9,8,620,16.1,1409,0,33,1411,53.5,1100,1.96,11.8
2013.11.9,저녁식사,10.25270758,"가지깐풍,단배추된장국,무생채(잔파),배추김치,쇠고기굴소스볶음,쌀밥",13.5,9.7,610,16.9,1448,3.7,49,1230,69.8,1000,1.23,4.78
2013.11.10,저녁식사,12.92418773,"계란탕,김가루잔파무침,배추김치,참치비빔밥",12.9,6.6,2344,16.8,544,0.2,26,1537,47.9,1200,2.03,9.87
2013.11.11,저녁식사,19.566787,"다시마채무침,닭살파프리카볶음,들깨무채국,배추김치,쌀밥,알감자간장조림",6,3.3,654,10.8,1500,0,23,1557,35.6,1200,1.99,12.2
2013.11.12,저녁식사,18.70036101,"건새우마늘쫑볶음,돈육가지볶음,배추김치,쌀밥,오복채무침,팽이맑은국",6.5,2.5,719,11.6,1545,0,22,1241,40.5,1200,1.96,12.13
2013.11.13,저녁식사,20.72202166,"고추참치야채볶음,깍두기(손칼),꽃게된장국,쇠고기우엉채조림,쌀밥,치커리사과생채",8,2.7,710,13.3,1522,0,37,1150,52.4,1100,1.88,11.55
2013.11.14,저녁식사,19.7833935,"단무지,모듬튀김,배추김치,쌀밥,우동",9.8,5.5,227,13.9,1405,0,35,1424,54.6,1100,1.06,6.29
2013.11.15,저녁식사,13.50180505,"김치국,깍두기(손칼),두부찌개,삼치구이&데리야끼소스,시금치나물,쌀밥",10.8,6.8,637,16.9,1439,0,31,1531,60.1,1100,1.74,10.28
2013.11.16,저녁식사,12.63537906,"동그랑땡조림,물파래무무침,석박지,쌀밥,육개장",10,5.3,700,16.2,1510,0,25,1253,55.8,1200,1.85,11.02
2013.11.17,저녁식사,11.98555957,"닭조림(토막),배추김치,새송이피망볶음,쌀밥,청경채겉절이,콩가루배추국",8.8,5.7,2331,13.5,1243,0,29,1410,48.5,1200,1.96,10.62
2013.11.18,저녁식사,23.17689531,"건파래볶음,고등어구이,배추김치,비엔나케찹볶음,쇠고기무국,쌀밥",4.9,3.2,2345,8.9,1317,0,27,1320,45.8,1200,2.19,10.89
2013.11.19,저녁식사,24.69314079,"단무지잔파무침,매운장칼국수,배추겉절이,쌀밥(반공기),어묵간장조림,찐만두",5.2,2.8,656,8.4,1519,0,42,1338,48.5,1300,0.99,5.31
2013.11.20,저녁식사,23.03249097,"깻잎양념절임,배추김치,소방어소금구이,쌀밥,콩나물국,후랑크야채볶음",5.3,2.9,530,9.3,1448,0,25,1454,42.9,1200,1.84,11.04
2013.11.21,저녁식사,18.41155235,"단무지,배추김치,야채튀김(쑥갓),오징어회비빔밥,유부된장국",6.2,2.5,657,10.8,1434,0,36,1240,48.9,1200,1.82,10.87
2013.11.22,저녁식사,15.01805054,"김치국,깍두기(손칼),돈육야채볶음,쌀밥,참나물겉절이,호박나물",7.3,3.2,357,12.9,1445,0,22,1228,47.1,1200,1.85,10.92
2013.11.23,저녁식사,11.62454874,"건새우마늘쫑볶음,닭간장조림,배추김치,시금치겉절이,쌀밥,어묵무국",9,5,557,14.2,1314,0,34,1647,51.4,1100,1.71,9.97
2013.11.24,저녁식사,10.97472924,"꽁치무조림,돌나물겉절이,들깨미역국,메추리알마늘조림,배추김치,쌀밥",11,5.9,654,14.5,1406,0.7,31,1645,57.3,1100,1.46,8.14
2013.11.25,저녁식사,21.37184116,"모듬볼튀김(오미새),미소된장국,배추김치,야채샐러드,오므라이스",10.5,5.2,2342,15.8,224,17,35,1640,53,1300,1.6,8.03
2013.11.26,저녁식사,22.59927798,"깍두기(손칼),닭살순대고추장볶음,돌나물레몬생채,쌀밥,열무된장국,진미양배추무침",5.4,1.9,700,9.8,1511,0,32,1109,43.1,1100,1.75,10.34
2013.11.27,저녁식사,18.55595668,"단무지잔파무침,멸치볶음,배추김치,쌀밥,짬봉수제비국",4.3,-0.3,2344,8.1,1415,0.1,41,1838,55.8,1300,1.19,6.53
2013.11.28,저녁식사,15.09025271,"닭살파프리카볶음,미역국,배추김치,비름초무침,쌀밥,알감자간장조림",0.4,-2.8,723,4.1,1443,0,36,1527,51.1,1300,1.64,9.8
2013.11.29,저녁식사,15.9566787,"깍두기(손칼),만두국,멸치아몬드볶음,시골식돈육김치찌개,쌀밥,청경채겉절이",2.8,-0.8,315,6.4,1444,0,29,1240,48.3,1200,1.81,10.55
2013.11.30,저녁식사,10.03610108,"단무지,배추김치,아기볼조랭이떡조림,월동초된장국,자장밥,청양풍잡채",6.4,2.3,434,11.7,1459,0,39,1458,54.4,1200,1.75,10.27
2013.12.1,저녁식사,7.653429603,"배추김치,순두부국,쌀밥,오징어야채볶음,쥐포볶음,치커리무생채",7.4,2.8,730,13.1,1413,0,34,1428,54.9,1200,1.61,9.1
2013.12.2,저녁식사,22.38267148,"돈육숙주볶음,배추김치,쌀밥,오이치커리무침,오징어무국,청양풍잡채",6.7,2.7,716,11.8,1438,0,34,1313,51.9,1200,1.76,10.14
2013.12.3,저녁식사,18.62815884,"계란후라이,김치볶음밥,깍두기(손칼),두부유부된장국,마카로니샐러드,야채샐러드",7.1,3.8,504,12.1,1335,0,38,1404,51.5,1200,1.57,8.93
2013.12.4,저녁식사,16.46209386,"배추김치,소세지전,쌀밥,쭈꾸미오징어볶음,참나물겉절이,콩나물국",8.1,3.8,719,13.2,1454,0,36,1540,53,1200,1.62,9.24
2013.12.5,저녁식사,17.68953069,"고추지양념무침,깍두기(손칼),돼지국밥,부추겉절이,생양파",8.9,5.3,742,12.5,1354,0,41,1307,54.6,1100,1.12,6.63
2013.12.6,저녁식사,16.31768953,"돈육강정,두부구이.양념장,배추김치,쌀밥,알탕,청경채겉절이",7.3,4.3,2338,11.4,1442,0,19,1516,38.1,1200,1.68,9.71
2013.12.7,저녁식사,10.39711191,"배추김치,북어무국,쌀밥,오이양파무침,이면수무조림,햄계란부침",6.3,2.7,717,11.6,1357,0,34,1,48.8,1200,1.6,9.16
2013.12.8,저녁식사,10.61371841,"가지굴소스볶음,마늘쫑멸치볶음,배추겉절이,부추전,해물칼국수",6.8,1.8,657,12.7,1400,0,30,1405,58.6,1200,1.6,9.25
2013.12.9,저녁식사,17.18411552,"고등어무조림,김치볶음,무채국,쌀밥,야채고로케,오이도라지무침",8.4,4.1,455,14.5,1435,2.4,55,1422,69.6,1400,0.63,2.34
2013.12.10,저녁식사,19.63898917,"닭살파프리카볶음,돌나물생채,배추김치,쌀밥,연근땅콩조림,짬뽕국",4.8,2.2,2358,7.7,1240,0,45,1426,54.1,1200,1.6,9.08
2013.12.11,저녁식사,17.11191336,"배추김치,부추겉절이,쌀밥,애기새송이볶음,어묵무국,이면수/데리야끼소스",2.3,0,2354,5.4,1409,0.2,40,1550,56.8,1300,1.38,6.65
2013.12.12,저녁식사,18.41155235,"돈육야채볶음,배추김치,쌀밥,양배추,다시마쌈,오복채무침,피홍합탕",3.1,-1.6,742,7.2,2312,0.2,29,1305,48.8,1200,1.62,8.62
2013.12.13,저녁식사,15.9566787,"계란찜,깍두기(손칼),류산슬덮밥,미소된장국,비빔만두",-0.2,-3,2343,5.3,1,0.3,37,1548,44.8,1200,1.77,9.38
2013.12.14,저녁식사,8.592057762,"가자미구이,김치국,깍두기(손칼),물미역무무침,비엔나야채볶음,쌀밥",1.7,-3.4,253,6.1,1428,0,34,1203,49.6,1200,1.67,9.05
2013.12.15,저녁식사,9.675090253,"계란말이,깍두기(손칼),물만두국,쌀밥,오이양파무침,오징어야채볶음",1.3,-1.4,739,5.7,1516,0,21,1536,38.4,1100,1.57,8.39
2013.12.16,저녁식사,18.55595668,"김치볶음,돌나물무생채,쇠고기야채볶음,쌀밥,온두부&볶음김치,콩가루배추국",2.6,-2.3,656,7.4,1448,0,35,1149,44.6,1100,1.04,5.6
2013.12.17,저녁식사,8.158844765,"돈육불고기,무청씨래기된장지짐,배추김치,부추겉절이,북어무국,쌀밥",5.6,1.5,643,8.5,1229,11.1,46,105,68.9,1200,0.95,3.71
2013.12.18,저녁식사,16.3898917,"멸치해바라기씨조림,물파래무무침,석박지,쌀밥,아기볼조랭이떡조림,육개장",6.7,4.8,2359,8.2,26,1,58,352,68.4,900,0.34,1.77
2013.12.19,저녁식사,14.44043321,"고등어구이,다시마채무침,돈육김치찌개,배추김치,쌀밥,청양풍잡채",2,-1.6,2325,4.8,1,0,35,1705,55,1300,1.52,7.83
2013.12.20,저녁식사,11.9133574,"계란찜,단무지,참치새싹비빔밥,팽이맑은국",-0.4,-4.7,624,5,1433,3,45,1544,61.9,1200,1.6,8.79
2013.12.21,저녁식사,10.90252708,"깍두기(손칼),돈육김치볶음,반달감자볶음,부추전,순두부백탕&양념장,쌀밥",2.5,-1.1,745,7.7,1441,0,35,1601,51.8,1100,1.47,8.35
2013.12.22,저녁식사,13.57400722,"두부계란국,떡볶이,만두튀김,배추김치,오이생채,해물볶음밥",1.9,-2.1,707,7.5,1505,0,33,1421,45,1200,1.56,8.81
2013.12.23,저녁식사,18.05054152,"고등어조림,단배추된장국,무생채(미나리),배추김치,쌀밥,탕수육",2.7,-0.1,505,7.4,1552,0,28,1528,49.1,1200,1.62,8.97
2013.12.24,저녁식사,11.84115523,"들깨무채국,물미역,초고추장,배추김치,쇠고기가지볶음,쌀밥,어묵양파볶음",3.9,-0.7,410,8.9,1429,1.3,36,1207,60.1,1200,1.54,8.88
2013.12.25,저녁식사,9.530685921,"깍두기(손칼),꽁치구이,두부찌개,부대찌개2,쌀밥,콩나물무침",5.5,0.1,736,11.4,1510,0,42,1511,65.3,1200,1.62,9.06
2013.12.26,저녁식사,15.45126354,"동태무조림,미역국,미트볼케찹조림,배추김치,쌀밥,오이생채",3.8,1.7,756,6.1,1,0,44,1404,54.8,1100,0.49,2.75
2013.12.27,저녁식사,15.7400722,"돈육야채볶음,마늘쫑건새우볶음,무생채(잔파),배추김치,쌀밥,오징어무국",-0.6,-3.6,2345,3.8,1343,0,23,1415,42.6,1200,1.56,9.02
2013.12.28,저녁식사,12.99638989,"계란후라이,구운만두,김치볶음밥,깍두기(손칼),미소된장국,야채샐러드",-2,-5.5,721,3.1,1437,0,24,1404,35.6,1000,1.69,8.76
2013.12.29,저녁식사,10.97472924,"감자채베이컨볶음(I,고등어무조림,배추김치,부추액젓무침,북어무국,쌀밥",0.2,-3.6,254,3.8,1448,0,27,1402,44.9,1200,1.72,9.87
2013.12.30,저녁식사,15.88447653,"갈치구이,떡볶이,마늘쫑볶음,미역국,배추김치,쌀밥",4.2,-0.4,750,9.2,1445,0,35,1448,47.5,1100,1.4,8.1
2013.12.31,저녁식사,10.25270758,"깍두기(손칼),단배추된장무침,두부구이.양념장,쌀밥,오징어무국,햄감자조림",5.3,-0.2,618,9.9,1441,0,24,1414,47.1,1200,1.55,8.77
2014.1.1,저녁식사,14.07942238,"계란후라이,배추김치,비빔밥(표고),열무된장국",6.9,3.4,741,10.5,1440,0,20,1212,33.9,1200,1.64,9.22
2014.1.2,저녁식사,21.58844765,"김치국,깍두기(손칼),메추리알곤약조림,부추겉절이,불고기잡채,쌀밥",6.1,3.2,726,10.3,1458,0,17,1346,34,1200,1.73,9.47
2014.1.3,저녁식사,18.41155235,"돈육야채볶음,두부된장찌개,배추김치,상추깻잎쌈,쌀밥,파절이(콩나물.양파.대파)",5.2,1.3,647,11.4,1430,0,17,1433,33.6,1300,1.29,6.57
2014.1.4,저녁식사,9.16967509,"닭단호박조림,들깨무채국,배추김치,쌀밥,진미양배추무침,청경채겉절이",4.3,1.5,805,8.6,1205,10.7,35,1,72.5,1200,1.41,8.02
2014.1.5,저녁식사,10.75812274,"노란호박전,배추김치,부추겉절이,쌀밥,열무된장국,이면수무조림",4.6,2.5,2352,9.1,1319,2,35,1613,67.3,1100,1.66,7.6
2014.1.6,저녁식사,22.23826715,"꽁치생강장조림,돈육김치찌개,마늘쫑건새우볶음,배추김치,쌀밥,월동초겉절이",3.4,-0.6,657,8,1453,0,40,1136,57.6,1300,1.56,8.95
2014.1.7,저녁식사,25.63176895,"동그랑땡구이,케찹,배추김치,부추겉절이,시래기된장지짐,쌀밥,알탕",4.4,0,746,8.6,1410,0,32,1616,45.3,1200,1.65,7.97
2014.1.8,저녁식사,18.91696751,"단무지,두부조림,매운장칼국수,배추겉절이,쌀밥,어묵양파볶음",4.3,3.1,2355,5.5,1656,0.8,43,2400,62.6,1200,0.25,1.48
2014.1.9,저녁식사,19.42238267,"고추참치야채볶음,꽃게된장국,배추김치,삼치무조림,쌀밥,콩나물무침",-1.8,-5.4,2347,3,1,0,12,1534,23.4,1200,1.87,10.97
2014.1.10,저녁식사,16.60649819,"갈비탕,물파래무무침,생양파,석박지,쌀밥,풋고추,쌈장",-1.6,-6.3,648,3.3,1443,0,21,228,38.6,1200,1.75,10.12
2014.1.11,저녁식사,13.42960289,"깍두기(손칼),깐풍기,야채샐러드,오므라이스,유부된장국",1.3,-2.3,408,5.7,1436,0,32,1452,45.1,1100,1.61,9.1
2014.1.12,저녁식사,11.40794224,"단배추된장국,반달감자볶음,배추김치,쇠고기야채볶음,쌀밥,월동초겉절이",2,-1.6,559,6.4,1442,0,31,2016,45.3,1300,1.21,7.01
2014.1.13,저녁식사,21.01083032,"꽈리고추찜,무생채(미나리),배추김치,쌀밥,오징어야채볶음,조랭이떡국",-0.9,-4.8,721,4.2,1428,0,15,1342,26.4,1200,1.86,10.48
2014.1.14,저녁식사,22.88808664,"배추김치,열무된장국,참치비빔밥,햄계란부침",-0.2,-4.9,653,5.9,1402,0,15,1341,28.1,1200,1.83,10.87
2014.1.15,저녁식사,22.16606498,"고추지된장무침,돼지국밥,부추겉절이,생양파,석박지,쌀밥",0.7,-3.7,730,6.6,1437,0,18,1425,30.3,1200,1.84,10.89
2014.1.16,저녁식사,16.89530686,"배추김치,봄동된장국,소면사리,쌀밥,야채고로케,오이지무침,쭈꾸미오징어볶음",2,-2.5,657,7.5,1501,0,28,1336,44,1200,1.77,10.29
2014.1.17,저녁식사,17.32851986,"깍두기(손칼),꽁치김치조림,단배추된장무침,미역국,미트볼케찹조림,쌀밥",2.9,-0.3,755,7.7,1438,0,28,1212,47.4,1200,1.57,8.78
2014.1.18,저녁식사,11.26353791,"단무지,배추김치,볶음밥,야채튀김(쑥갓),우동",1.5,-1.2,734,4.7,1327,0,26,1650,39.8,1200,1.67,8.14
2014.1.19,저녁식사,16.02888087,"미더덕된장국,배추김치,부추겉절이,쌀밥,양배추,다시마쌈,오삼불고기",1.1,-4.2,701,6.8,1534,0,14,1510,34,1200,1.87,10.97
2014.1.20,저녁식사,22.16606498,"감자고추장찌개,꽁치구이,동그랑땡조림,배추김치,쌀밥,오이생채",3.7,1.5,203,7.8,1357,0,26,219,41.9,1200,1.38,7.05
2014.1.21,저녁식사,22.59927798,"갈비산적간장조림,고추지된장무침,깍두기(손칼),쌀밥,오징어잔파무침,콩나물국",-0.3,-2.8,2355,3.1,1439,0,33,1441,46.9,1200,1.71,9.76
2014.1.22,저녁식사,21.29963899,"가자미구이,배추김치,부대찌개,시금치나물(90),쌀밥,진미양배추무침",-0.4,-4.8,725,5.9,1456,0,17,1449,43.6,1200,1.8,10.68
2014.1.23,저녁식사,18.62815884,"계란찜,고등어추어탕,배추겉절이,쌀밥,풋고추된장무침,후랑크새송이조림",2.4,-2.7,658,9.6,1519,0,20,1522,40.6,1200,1.88,11.21
2014.1.24,저녁식사,14.58483755,"가지나물,닭살순대고추장볶음,무생채(미나리),배추김치,쌀밥,호박된장국",6.5,-0.7,31,13.2,1605,0,36,1548,44.5,1300,1.62,9.89
2014.1.25,저녁식사,13.35740072,"계란후라이,김치볶음밥,깐풍만두,배추김치,옥수수샐러드(올),팽이맑은국",8.6,4.7,320,12.7,1240,1.5,54,1,72.6,1000,0.52,2.82
2014.1.26,저녁식사,9.819494585,"깍두기(손칼),물파래무무침,쌀밥,알탕,어묵김치찌개,청양풍잡채",3.2,0.5,2357,8.1,1,0,47,1031,65.9,1200,1.59,7.95
2014.1.27,저녁식사,20.14440433,"깍두기(손칼),봄동겉절이,쇠고기영양탕,쌀밥,알감자간장조림,어묵고추장볶음",3.8,-2.4,733,10.7,1522,0,28,1649,58.3,1200,1.88,11.27
2014.1.28,저녁식사,19.27797834,"배추김치,비엔나케찹볶음,소방어무조림,쌀밥,월동초겉절이,피홍합탕",6.9,2.6,2359,13,1432,0,19,1642,49.1,1200,1.89,10
2014.1.29,저녁식사,16.02888087,"김가루부추무침,쌀밥,잔치국수,쫑쫑썬김치,콩나물무침,탕수만두",8.1,0.1,735,15.9,1455,0,10,1321,26.8,1200,2.05,11.84
2014.1.30,저녁식사,8.80866426,"배추김치,볶음밥,생선까스&타르,야채샐러드,팽이맑은국,피클",10.7,6.4,2356,15.3,1448,0,34,2130,55.3,1200,1.71,8.7
2014.1.31,저녁식사,9.891696751,"갈비산적간장조림,마늘쫑무침,석박지,쌀밥,육개장",6.7,1.6,742,13.4,1500,0,9,1320,29.4,1200,1.82,11.21
2014.2.1,저녁식사,8.80866426,"김구이,돈육햄장조림,두부된장찌개,배추김치,쌀밥,진미양배추무침",8.6,3.8,122,14.2,1209,0,38,1,63.9,1200,1.48,8.24
2014.2.2,저녁식사,10.83032491,"계란찜,단배추된장국,무말랭이무침,배추김치,쇠고기야채볶음,쌀밥",12.8,6.6,335,21.5,1502,0,30,1547,64.4,1300,1.79,10.37
2014.2.3,저녁식사,24.69314079,"김치덮밥,단무지,야채샐러드,콩가루배추국,탕수육",6.6,-1.3,2357,11.6,1,0,17,1903,51,1400,1.43,7.36
2014.2.4,저녁식사,23.32129964,"감자수제비국,배추김치,비엔나케찹볶음,숙주나물,쌀밥,이면수/데리야끼소스",-2.6,-6.1,746,1.6,1501,0,13,1420,25.5,1200,2.18,13.54
2014.2.5,저녁식사,18.12274368,"들깨무채국,배추김치,삼치구이&데리야끼소스,순대야채복음,쌀밥,오이생채",-1.8,-6.3,725,2.4,1534,0,27,1116,42.4,1200,1.46,8.53
2014.2.6,저녁식사,18.91696751,"동태무조림,배추김치,새우동그랑땡,쌀밥,치커리생채,호박새우젓국",1.3,-2.2,405,4.8,1355,0,50,1350,62.6,1300,1.38,4.4
2014.2.7,저녁식사,13.50180505,"다시마채무침,돈육깻잎순볶음,배추김치,쌀밥,진미간장볶음,콩나물국",4.4,1.6,614,7,1146,10.7,65,58,81,1300,0.76,2.36
2014.2.8,저녁식사,8.664259928,"계란후라이,들깨무채국,비빔밥(표고),쌀밥(반공기)",3.6,1,2112,6.7,1156,11.6,57,1041,82.1,1100,1.21,3.49
2014.2.9,저녁식사,11.98555957,"갈치구이,깍두기(손칼),두부김치찌개,부들어묵조림,쌀밥,콩나물무침",2.2,0.4,2132,4.9,1339,12.9,66,1534,87.8,1300,0.97,5.73
2014.2.10,저녁식사,18.84476534,"단무지,무순된장국,배추김치,실곤약초장무침,야채고로케,카레라이스(브로콜리)",0.2,-1.4,2248,1.7,1114,17.3,80,1550,92,1200,0.69,2.83
2014.2.11,저녁식사,16.3898917,"김치볶음,모듬장조림,미역국,부추액젓무침,쌀밥,애기새송이호박볶음",0.8,-1.2,752,2.8,2251,6.3,55,2014,77.9,1500,0.8,4.48
2014.2.12,저녁식사,16.67870036,"가자미구이,근대국,마파두부,배추김치,쌀밥,콩나물무침",1.3,0.3,552,3,1343,9.1,63,337,89,1300,1.36,5.28
2014.2.13,저녁식사,20.93862816,"계란말이,깍두기(손칼),부대찌개,쌀밥,어묵간장조림,청경채겉절이",2.3,0.4,355,4.3,2242,20.3,63,2334,87.8,1200,0.59,2.79
2014.2.14,저녁식사,15.37906137,"바지락칼국수,배추겉절이,쌀밥,오이생채,오징어야채볶음,찐만두",3.2,1.9,2358,4.2,26,0.3,54,948,69.1,1200,0.3,1.66
2014.2.15,저녁식사,11.9133574,"단무지,무순된장국,배추김치,볶음밥,자장소스,잡채(돈육)",4.1,1.3,37,8,1447,0.2,47,1400,61.1,1300,2.03,13.16
2014.2.16,저녁식사,11.40794224,"감자전,배추김치,쌀밥,쭈꾸미볶음,참나물겉절이,피홍합탕",4.3,-0.6,658,9.5,1615,0,31,1449,61.5,1200,1.72,9.32
2014.2.17,저녁식사,19.13357401,"단호박전,배추김치,시금치나물,쌀밥,오징어야채볶음,호박된장국",5.4,3.2,709,7.9,1235,11.6,47,255,69.3,1000,0.58,2.95
2014.2.18,저녁식사,20.14440433,"감자간장조림,배추김치,쇠고기떡볶음,순두부백탕&양념장,쌀밥,오복채무침",3.1,1.8,925,4.9,1,2.2,50,2217,69.9,1200,0.81,3.38
2014.2.19,저녁식사,16.82310469,"깍두기(손칼),두부달걀전,물만두국,봄동사과겉절이,코다리무조림",2.6,1.2,1514,3.7,912,2.1,52,250,71.9,1200,0.34,1.69
2014.2.20,저녁식사,17.25631769,"고등어무조림,메추리알곤약조림,미역국,배추김치,쌀밥,월동초겉절이",4.4,-0.6,727,10.1,1539,0,34,1630,60.4,1200,2.23,14.28
2014.2.21,저녁식사,15.81227437,"근대국,깍두기(손칼),꽁치김치조림,쌀밥,야채고로케,해초샐러드",3.7,-0.8,712,8.5,1316,0,42,1201,63.6,1200,2.21,13.82
2014.2.22,저녁식사,13.50180505,"계란탕,고추잡채,꽃빵,단무지,쌀밥,자장면",4.9,0.1,729,8.9,1427,0,45,1050,67.9,1100,1.88,12.24
2014.2.23,저녁식사,12.49097473,"감자채베이컨볶음(I,달래양념장,동태무조림,된장찌개,열무김치,콩나물밥",5.5,1,700,9.8,1340,0,57,1209,74.1,1200,2.07,13.28
2014.2.24,저녁식사,19.85559567,"배추김치,소방어소금구이,쌀밥,월동초된장국,콩나물무침,후랑크떡볶음",7.1,1.5,618,13.2,1543,0,29,1620,57.9,1200,1.93,12.3
2014.2.25,저녁식사,29.89169675,"김치수제비국,꽁치무조림,마늘쫑무침,부추전,쌀밥,참나물겉절이",8.2,4,702,12.3,1206,0,38,1149,54.9,1100,1.97,12.62
2014.2.26,저녁식사,20.72202166,"깐풍육,단무지,배추김치,쌀밥,어묵곤약조림,짬뽕",7.7,4.4,457,10.2,1400,9.9,67,1059,82.5,1200,0.41,2.17
2014.2.27,저녁식사,19.06137184,"돈육두반장볶음,떡볶이,물미역오이무침,배추김치,쌀밥,팽이맑은국",12.1,8.9,634,17.3,1529,3.3,43,1634,73.8,1400,1.94,11.83
2014.2.28,저녁식사,16.46209386,"감자당면찌개,배추김치,쌀밥,열무된장무침,이면수무조림,햄계란부침",9.1,8.3,725,10.7,58,0,57,207,70.1,1200,0.57,2.54
2014.3.1,저녁식사,12.41877256,"김가루조미밥,배추김치,야채고로케,팽이맑은국,피클,해물야끼우동",8.4,6.9,2353,9.5,1614,8.7,70,114,84.1,1500,0.18,1.04
2014.3.2,저녁식사,12.77978339,"고추참치야채볶음,배추김치,쇠고기야채볶음,시금치나물(90),쌀밥,어묵무국",5.8,3.5,2257,9.8,1240,0.7,52,1235,75.1,1100,2.01,9.07
2014.3.3,저녁식사,20.36101083,"계란찜,마늘쫑무침,배추김치,쇠고기영양탕,쌀밥,코다리강정",5.5,1.5,702,9.3,1524,0,45,1201,61.4,1100,1.99,11.74
2014.3.4,저녁식사,20.86642599,"동그랑땡계란전,배추김치,봄동된장국,쌀밥,오이도라지무침,오징어떡볶음",7.1,1.1,636,11.2,1324,0,33,1556,53.1,1000,1.45,8.32
2014.3.5,저녁식사,21.80505415,"김치덮밥,단무지,만두강정,야채샐러드,팽이맑은국",4.7,0.6,2243,8.9,1158,0,36,2319,56,1000,1.76,10.45
2014.3.6,저녁식사,18.70036101,"꽁치무조림,새우동그랑땡,쌀밥,오복채무침,콩가루배추국,파김치",3.1,-1.5,544,7.7,1539,0,17,1104,30.9,1200,2.52,16.56
2014.3.7,저녁식사,16.82310469,"계란말이,돌나물&초고추장,동태무조림,배추김치,쌀밥,애느타리쇠고기국",3,-0.8,708,7.3,1517,0,12,1500,29.5,1200,2.65,18.33
2014.3.8,저녁식사,13.06859206,"단무지,떡볶이,미소된장국,배추김치,실곤약초장무침,탄두리카레라이스",5,0.4,651,9.9,1443,0,19,1430,33.9,1100,2.54,16.35
2014.3.9,저녁식사,10.90252708,"마파두부,배추김치,쌀밥,어묵쑥갓무국,진미볶음,청경채겉절이",4.3,0.5,2320,9.2,1444,0,22,59,49.1,1000,1.82,13.2
2014.3.10,저녁식사,27.00361011,"배추김치,소세지파세리전,쌀밥,오삼불고기,청경채겉절이,콩나물국",3.8,-1.2,700,9.9,1532,0,19,1347,38.6,1200,2.62,18.2
2014.3.11,저녁식사,18.48375451,"꽁치무조림,배추김치,북어무국,시골식돈육김치찌개,쌀밥,오이쑥갓무침",8.8,0.9,254,16.5,1538,0,15,1332,31.5,1200,2.38,16.56
2014.3.12,저녁식사,18.26714801,"가자미찜,무나물,미트볼케찹조림,배추김치,쌀밥,아욱국",8.4,6.1,620,9.9,1023,27.8,29,1,76,800,0.59,2.96
2014.3.13,저녁식사,15.81227437,"단배추된장국,돈육수제비볶음,멸치꽈리조림,미역줄기초고추장무침,배추김치,쌀밥",4.4,1.6,2155,9.4,208,35.4,61,2355,83.3,1300,0.35,1.97
2014.3.14,저녁식사,20.14440433,"김치고로케,단무지,무순된장국,배추김치,쇠고기덮밥,야채샐러드",3.8,0,612,7,1502,0,41,1801,58.9,1000,1.92,11.52
2014.3.15,저녁식사,11.84115523,"계란말이,깻잎양념절임,부대찌개,삼치무조림,석박지,쌀밥",8.9,1.5,657,15.2,1549,0,22,1404,42.1,1200,2.54,17.41
2014.3.16,저녁식사,15.01805054,"깍두기(손칼),라볶이,생선까스&타르,양상치샐러드,팽이버섯국,해물볶음밥",11.3,8.1,2354,18.9,1400,0,33,1326,56.6,1300,2.02,13.28
2014.3.17,저녁식사,0,"감자스모크햄볶음,깍두기(손칼),도라지부추무침,동태무조림,쌀밥,참치김치국",14.6,6.7,234,22.6,1457,0,22,1417,55.5,1200,2.5,18.04
2014.3.18,저녁식사,0,"배추김치,비엔나꽈리조림,숙주삼색나물,쌀밥,이면수무조림,콩나물국",14.5,9.2,2246,22.1,1253,0,25,1257,65.9,1200,2.43,14.92
2014.3.19,저녁식사,0,"가자미구이,고추참치야채볶음,단무지잔파무침,배추김치,쌀밥,짬뽕국",8.9,8,554,10.2,1537,0,52,1623,60.4,1400,1.39,8.95
2014.3.20,저녁식사,21.15523466,"계란파국,떡볶이,배추김치,오므라이스,옥수수건새우튀김,피클",6.7,4.5,2347,10.2,1304,4.7,63,37,75.5,1200,1.68,4.77
